Retailer,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Walmart,2020-10-20,South,Texas,Houston,Men's Street Footwear,43.0,234,10062.0,4930.38,0.49,Online
Walmart,2020-10-21,South,Texas,Houston,Men's Athletic Footwear,43.0,243,10449.0,5120.01,0.49,Online
Walmart,2020-10-22,South,Texas,Houston,Women's Street Footwear,47.0,206,9682.0,4647.36,0.48,Online
Walmart,2020-10-23,South,Texas,Houston,Women's Athletic Footwear,48.0,203,9744.0,5359.200000000001,0.55,Online
Walmart,2020-10-24,South,Texas,Houston,Men's Apparel,42.0,195,8190.0,3685.4999999999995,0.44999999999999996,Online
Walmart,2020-10-25,South,Texas,Houston,Women's Apparel,51.0,247,12597.0,7810.14,0.62,Online
Walmart,2020-10-26,South,Texas,Houston,Men's Street Footwear,41.0,238,9758.0,4683.84,0.48,Online
Walmart,2020-10-27,South,Texas,Houston,Men's Athletic Footwear,44.0,285,12540.0,6019.2,0.48,Online
Walmart,2020-10-28,South,Texas,Houston,Women's Street Footwear,47.0,255,11985.0,5872.65,0.49,Online
Walmart,2020-10-29,South,Texas,Houston,Women's Athletic Footwear,47.0,182,8554.0,4961.320000000001,0.5800000000000001,Online
Walmart,2020-10-30,South,Texas,Houston,Men's Apparel,42.0,169,7098.0,3194.1,0.44999999999999996,Online
Walmart,2020-10-31,South,Texas,Houston,Women's Apparel,53.0,261,13833.0,8576.46,0.62,Online
West Gear,2020-11-01,South,Texas,Houston,Men's Street Footwear,37.0,209,7733.0,3479.8500000000004,0.45000000000000007,Online
West Gear,2020-11-02,South,Texas,Houston,Men's Athletic Footwear,49.0,194,9506.0,2946.86,0.31,Online
West Gear,2020-11-03,South,Texas,Houston,Women's Street Footwear,46.0,217,9982.0,4491.900000000001,0.45000000000000007,Online
West Gear,2020-11-04,South,Texas,Houston,Women's Athletic Footwear,48.0,175,8400.0,3360.0,0.4,Online
West Gear,2020-11-05,West,California,San Francisco,Men's Apparel,51.0,161,8211.0,5172.93,0.63,Online
West Gear,2020-11-06,West,California,San Francisco,Women's Apparel,49.0,233,11417.0,2854.25,0.25,Online
West Gear,2020-11-07,West,California,San Francisco,Men's Street Footwear,37.0,223,8251.0,4125.5,0.5,Online
West Gear,2020-11-08,West,California,San Francisco,Men's Athletic Footwear,49.0,210,10290.0,3189.9,0.31,Online
West Gear,2020-11-09,West,California,San Francisco,Women's Street Footwear,49.0,196,9604.0,4705.96,0.49000000000000005,Online
West Gear,2020-11-10,West,California,San Francisco,Women's Athletic Footwear,47.0,150,7050.0,2961.0,0.42,Online
West Gear,2020-11-11,West,California,San Francisco,Men's Apparel,50.0,140,7000.0,4270.0,0.61,Online
West Gear,2020-11-12,West,California,San Francisco,Women's Apparel,46.0,182,8372.0,2344.1600000000003,0.28,Online
West Gear,2020-11-13,West,California,San Francisco,Men's Street Footwear,49.0,230,11270.0,5071.500000000001,0.45000000000000007,Online
West Gear,2020-11-14,West,California,San Francisco,Men's Athletic Footwear,58.0,175,10150.0,3045.0000000000005,0.30000000000000004,Online
West Gear,2020-11-15,West,California,San Francisco,Women's Street Footwear,55.0,203,11165.0,5247.55,0.47000000000000003,Online
West Gear,2020-12-22,West,California,San Francisco,Women's Athletic Footwear,58.0,174,10092.0,4339.5599999999995,0.43,Online
West Gear,2020-12-23,West,California,San Francisco,Men's Apparel,62.0,145,8990.0,5663.7,0.63,Online
West Gear,2020-12-24,West,California,San Francisco,Women's Apparel,54.0,210,11340.0,3061.8,0.27,Online
West Gear,2020-12-25,West,California,San Francisco,Men's Street Footwear,56.0,228,12768.0,6000.96,0.47000000000000003,Online
West Gear,2020-12-26,West,California,San Francisco,Men's Athletic Footwear,62.0,203,12586.0,3775.8000000000006,0.30000000000000004,Online
West Gear,2020-12-27,West,California,San Francisco,Women's Street Footwear,64.0,210,13440.0,6720.0,0.5,Online
West Gear,2020-12-28,West,California,San Francisco,Women's Athletic Footwear,54.0,188,10152.0,4162.32,0.41,Online
West Gear,2020-12-29,West,California,San Francisco,Men's Apparel,59.0,152,8968.0,5829.2,0.65,Online
West Gear,2020-12-30,West,California,San Francisco,Women's Apparel,72.0,203,14616.0,3946.32,0.27,Online
West Gear,2020-12-31,West,California,San Francisco,Men's Street Footwear,56.0,252,14112.0,7056.0,0.5,Online
West Gear,2021-01-01,West,California,San Francisco,Men's Athletic Footwear,64.0,225,14400.0,5184.0,0.36,Online
West Gear,2021-01-02,West,California,San Francisco,Women's Street Footwear,60.0,218,13080.0,6670.8,0.51,Online
West Gear,2021-01-03,West,California,San Francisco,Women's Athletic Footwear,56.0,182,10192.0,4586.4,0.44999999999999996,Online
West Gear,2021-01-04,West,California,San Francisco,Men's Apparel,60.0,154,9240.0,6098.400000000001,0.66,Online
West Gear,2021-01-05,West,California,San Francisco,Women's Apparel,72.0,189,13608.0,4490.64,0.33,Online
West Gear,2021-01-06,West,California,San Francisco,Men's Street Footwear,56.0,273,15288.0,7644.0,0.5,Online
West Gear,2021-01-07,West,California,San Francisco,Men's Athletic Footwear,63.0,248,15624.0,5780.88,0.37,Online
West Gear,2021-01-08,West,California,San Francisco,Women's Street Footwear,64.0,206,13184.0,7251.200000000001,0.55,Online
West Gear,2021-01-09,West,California,San Francisco,Women's Athletic Footwear,59.0,210,12390.0,6071.099999999999,0.49,Online
West Gear,2021-01-10,West,California,San Francisco,Men's Apparel,62.0,155,9610.0,6342.6,0.66,Online
West Gear,2021-01-11,West,California,San Francisco,Women's Apparel,72.0,219,15768.0,5518.799999999999,0.35,Online
West Gear,2021-01-12,West,California,San Francisco,Men's Street Footwear,56.0,277,15512.0,6980.4000000000015,0.45000000000000007,Online
West Gear,2021-01-13,West,California,San Francisco,Men's Athletic Footwear,59.0,245,14455.0,4914.700000000001,0.34,Online
West Gear,2021-01-14,West,California,San Francisco,Women's Street Footwear,62.0,248,15376.0,7072.96,0.46,Online
West Gear,2021-01-15,West,California,San Francisco,Women's Athletic Footwear,55.0,218,11990.0,4796.0,0.4,Online
West Gear,2021-01-16,West,California,San Francisco,Men's Apparel,64.0,233,14912.0,9543.68,0.64,Online
West Gear,2021-01-17,West,California,San Francisco,Women's Apparel,72.0,233,16776.0,4865.040000000001,0.29000000000000004,Online
West Gear,2021-01-18,West,California,San Francisco,Men's Street Footwear,62.0,273,16926.0,7785.96,0.46,Online
West Gear,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,66.0,259,17094.0,5128.200000000001,0.30000000000000004,Online
West Gear,2021-01-20,West,California,San Francisco,Women's Street Footwear,60.0,200,12000.0,5640.0,0.47000000000000003,Online
West Gear,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,59.0,188,11092.0,4547.719999999999,0.41,Online
West Gear,2021-01-22,West,California,San Francisco,Men's Apparel,69.0,188,12972.0,7912.92,0.61,Online
West Gear,2021-01-23,West,California,San Francisco,Women's Apparel,76.0,181,13756.0,3439.0,0.25,Online
West Gear,2021-01-24,West,California,San Francisco,Men's Street Footwear,51.0,241,12291.0,5162.22,0.42000000000000004,Online
West Gear,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,56.0,268,15008.0,4202.240000000001,0.28,Online
West Gear,2021-01-26,West,California,San Francisco,Women's Street Footwear,52.0,225,11700.0,4680.0,0.4,Online
West Gear,2021-01-27,West,California,San Francisco,Women's Athletic Footwear,53.0,203,10759.0,3765.6499999999996,0.35,Online
West Gear,2021-01-28,West,California,San Francisco,Men's Apparel,63.0,218,13734.0,7965.720000000001,0.5800000000000001,Online
West Gear,2021-01-29,West,California,San Francisco,Women's Apparel,65.0,217,14105.0,3385.2000000000003,0.24000000000000002,Online
West Gear,2021-01-30,West,California,San Francisco,Men's Street Footwear,51.0,236,12036.0,5416.200000000001,0.45000000000000007,Online
West Gear,2021-01-31,West,California,San Francisco,Men's Athletic Footwear,59.0,219,12921.0,3747.0900000000006,0.29000000000000004,Online
West Gear,2021-02-01,West,California,San Francisco,Women's Street Footwear,50.0,182,9100.0,3822.0000000000005,0.42000000000000004,Online
West Gear,2021-02-02,West,California,San Francisco,Women's Athletic Footwear,51.0,203,10353.0,3727.08,0.36,Online
West Gear,2021-02-03,West,California,San Francisco,Men's Apparel,59.0,182,10738.0,6228.040000000001,0.5800000000000001,Online
West Gear,2021-02-04,West,California,San Francisco,Women's Apparel,63.0,196,12348.0,2840.04,0.23,Online
West Gear,2021-02-05,West,California,San Francisco,Men's Street Footwear,52.0,263,13676.0,6017.4400000000005,0.44000000000000006,Online
West Gear,2021-02-06,West,California,San Francisco,Men's Athletic Footwear,58.0,236,13688.0,3422.0,0.25,Online
West Gear,2021-02-07,West,California,San Francisco,Women's Street Footwear,50.0,210,10500.0,4200.0,0.4,Online
West Gear,2021-02-08,West,California,San Francisco,Women's Athletic Footwear,53.0,210,11130.0,4452.0,0.39999999999999997,Online
West Gear,2021-02-09,West,California,San Francisco,Men's Apparel,63.0,163,10269.0,5853.330000000001,0.5700000000000001,Online
West Gear,2021-02-10,West,California,San Francisco,Women's Apparel,67.0,202,13534.0,2842.1400000000003,0.21000000000000002,Online
West Gear,2021-02-11,West,California,San Francisco,Men's Street Footwear,51.0,293,14943.0,5977.200000000001,0.4,Online
West Gear,2021-02-12,West,California,San Francisco,Men's Athletic Footwear,58.0,273,15834.0,4275.18,0.27,Online
West Gear,2021-02-13,West,California,San Francisco,Women's Street Footwear,52.0,233,12116.0,4846.400000000001,0.4,Online
West Gear,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,51.0,194,9894.0,3957.5999999999995,0.39999999999999997,Online
West Gear,2021-02-15,West,California,San Francisco,Men's Apparel,59.0,175,10325.0,6195.000000000001,0.6000000000000001,Online
West Gear,2021-02-16,West,California,San Francisco,Women's Apparel,67.0,208,13936.0,3205.28,0.23,Online
Kohl's,2021-02-17,West,California,San Francisco,Men's Street Footwear,32.0,203,6496.0,3312.96,0.51,Online
Kohl's,2021-02-18,West,California,San Francisco,Men's Athletic Footwear,41.0,196,8036.0,2892.96,0.36,Online
Kohl's,2021-03-09,West,California,San Francisco,Women's Street Footwear,41.0,189,7749.0,4029.48,0.52,Online
Kohl's,2021-03-10,West,California,San Francisco,Women's Athletic Footwear,41.0,160,6560.0,3214.4,0.49,Online
Kohl's,2021-03-11,West,California,Los Angeles,Men's Apparel,49.0,145,7105.0,4689.3,0.66,Online
Kohl's,2021-03-12,West,California,Los Angeles,Women's Apparel,41.0,182,7462.0,2313.22,0.31,Online
Kohl's,2021-03-13,West,California,Los Angeles,Men's Street Footwear,34.0,225,7650.0,4054.5,0.53,Online
Kohl's,2021-03-14,West,California,Los Angeles,Men's Athletic Footwear,43.0,195,8385.0,3354.0,0.4,Online
Kohl's,2021-03-15,West,California,Los Angeles,Women's Street Footwear,44.0,169,7436.0,3718.0,0.5,Online
Kohl's,2021-03-16,West,California,Los Angeles,Women's Athletic Footwear,41.0,152,6232.0,3053.68,0.49,Online
Kohl's,2021-03-17,West,California,Los Angeles,Men's Apparel,46.0,113,5198.0,3534.6400000000003,0.68,Online
Kohl's,2021-03-18,West,California,Los Angeles,Women's Apparel,41.0,176,7216.0,2164.8,0.30000000000000004,Online
Kohl's,2021-03-19,West,California,Los Angeles,Men's Street Footwear,32.0,216,6912.0,3456.0,0.5,Online
Kohl's,2021-03-20,West,California,Los Angeles,Men's Athletic Footwear,41.0,195,7995.0,2798.25,0.35,Online
Kohl's,2021-03-21,West,California,Los Angeles,Women's Street Footwear,42.0,169,7098.0,3903.9,0.55,Online
Kohl's,2021-03-22,West,California,Los Angeles,Women's Athletic Footwear,41.0,154,6314.0,2841.2999999999997,0.44999999999999996,Online
Kohl's,2021-03-23,West,California,Los Angeles,Men's Apparel,46.0,106,4876.0,3315.6800000000003,0.68,Online
Kohl's,2021-04-06,West,California,Los Angeles,Women's Apparel,41.0,188,7708.0,2697.7999999999997,0.35,Online
Kohl's,2021-04-07,West,California,Los Angeles,Men's Street Footwear,43.0,240,10320.0,5160.0,0.5,Online
Kohl's,2021-04-08,West,California,Los Angeles,Men's Athletic Footwear,49.0,156,7644.0,2751.8399999999997,0.36,Online
Kohl's,2021-04-09,West,California,Los Angeles,Women's Street Footwear,49.0,175,8575.0,4716.25,0.55,Online
Kohl's,2021-04-10,West,California,Los Angeles,Women's Athletic Footwear,43.0,152,6536.0,3202.64,0.49,Online
Kohl's,2021-04-11,West,California,Los Angeles,Men's Apparel,49.0,119,5831.0,3848.46,0.66,Online
Kohl's,2021-04-12,West,California,Los Angeles,Women's Apparel,62.0,174,10788.0,3560.04,0.33,Online
Kohl's,2021-04-13,West,California,Los Angeles,Men's Street Footwear,41.0,208,8528.0,4434.56,0.52,Online
Kohl's,2021-04-14,West,California,Los Angeles,Men's Athletic Footwear,47.0,169,7943.0,2780.0499999999997,0.35,Online
Kohl's,2021-04-15,West,California,Los Angeles,Women's Street Footwear,45.0,163,7335.0,3814.2000000000003,0.52,Online
Kohl's,2021-04-16,West,California,Los Angeles,Women's Athletic Footwear,41.0,154,6314.0,3030.72,0.48,Online
Kohl's,2021-04-17,West,California,Los Angeles,Men's Apparel,45.0,131,5895.0,3831.75,0.65,Online
Kohl's,2021-04-18,West,California,Los Angeles,Women's Apparel,64.0,181,11584.0,3591.04,0.31,Online
Kohl's,2021-04-19,West,California,Los Angeles,Men's Street Footwear,44.0,270,11880.0,6534.000000000001,0.55,Online
Kohl's,2021-04-20,West,California,Los Angeles,Men's Athletic Footwear,47.0,225,10575.0,3701.2499999999995,0.35,Online
Kohl's,2021-04-21,West,California,Los Angeles,Women's Street Footwear,48.0,203,9744.0,5359.200000000001,0.55,Online
Kohl's,2021-04-22,West,California,Los Angeles,Women's Athletic Footwear,44.0,175,7700.0,3696.0,0.48,Online
Kohl's,2021-04-23,West,California,Los Angeles,Men's Apparel,45.0,125,5625.0,3881.2500000000005,0.6900000000000001,Online
Kohl's,2021-04-24,West,California,Los Angeles,Women's Apparel,60.0,200,12000.0,3720.0,0.31,Online
Kohl's,2021-04-25,West,California,Los Angeles,Men's Street Footwear,41.0,238,9758.0,4976.58,0.51,Online
Kohl's,2021-04-26,West,California,Los Angeles,Men's Athletic Footwear,46.0,216,9936.0,3775.68,0.38,Online
Kohl's,2021-04-27,West,California,Los Angeles,Women's Street Footwear,47.0,218,10246.0,5327.92,0.52,Online
Kohl's,2021-04-28,West,California,Los Angeles,Women's Athletic Footwear,44.0,189,8316.0,3991.68,0.48,Online
Kohl's,2021-04-29,West,California,Los Angeles,Men's Apparel,46.0,189,8694.0,5738.04,0.66,Online
Kohl's,2021-04-30,West,California,Los Angeles,Women's Apparel,59.0,203,11977.0,3593.1000000000004,0.30000000000000004,Online
Kohl's,2021-05-01,West,California,Los Angeles,Men's Street Footwear,47.0,252,11844.0,6158.88,0.52,Online
Kohl's,2021-05-02,West,California,Los Angeles,Men's Athletic Footwear,51.0,221,11271.0,4508.400000000001,0.4,Online
Kohl's,2021-05-03,West,California,Los Angeles,Women's Street Footwear,48.0,218,10464.0,5336.64,0.51,Online
Kohl's,2021-05-04,West,California,Los Angeles,Women's Athletic Footwear,47.0,169,7943.0,3812.64,0.48,Online
Kohl's,2021-05-05,West,California,Los Angeles,Men's Apparel,58.0,182,10556.0,7072.52,0.67,Online
Kohl's,2021-05-06,West,California,Los Angeles,Women's Apparel,61.0,189,11529.0,4035.1499999999996,0.35,Online
Kohl's,2021-05-07,West,California,Los Angeles,Men's Street Footwear,47.0,213,10011.0,5405.9400000000005,0.54,Online
Kohl's,2021-05-08,West,California,Los Angeles,Men's Athletic Footwear,50.0,247,12350.0,4569.5,0.37,Online
Kohl's,2021-05-09,West,California,Los Angeles,Women's Street Footwear,46.0,196,9016.0,4508.0,0.5,Online
Kohl's,2021-05-10,West,California,Los Angeles,Women's Athletic Footwear,46.0,176,8096.0,4048.0,0.5,Online
Kohl's,2021-05-11,West,California,Los Angeles,Men's Apparel,58.0,163,9454.0,6334.18,0.67,Online
Kohl's,2021-05-12,West,California,Los Angeles,Women's Apparel,59.0,189,11151.0,3456.81,0.31,Online
Kohl's,2021-05-13,West,California,Los Angeles,Men's Street Footwear,49.0,224,10976.0,5488.0,0.5,Online
Kohl's,2021-05-14,West,California,Los Angeles,Men's Athletic Footwear,51.0,232,11832.0,4259.5199999999995,0.36,Online
Kohl's,2021-05-15,West,California,Los Angeles,Women's Street Footwear,49.0,176,8624.0,4398.24,0.51,Online
Kohl's,2021-05-16,West,California,Los Angeles,Women's Athletic Footwear,48.0,175,8400.0,3779.9999999999995,0.44999999999999996,Online
Kohl's,2021-05-17,West,California,Los Angeles,Men's Apparel,56.0,174,9744.0,6625.92,0.68,Online
Kohl's,2021-05-18,West,California,Los Angeles,Women's Apparel,62.0,176,10912.0,3819.2,0.35,Online
Kohl's,2021-05-19,West,California,Los Angeles,Men's Street Footwear,49.0,231,11319.0,5659.5,0.5,Online
Kohl's,2021-05-20,West,California,Los Angeles,Men's Athletic Footwear,54.0,215,11610.0,4411.8,0.38,Online
Kohl's,2021-05-21,West,California,Los Angeles,Women's Street Footwear,47.0,169,7943.0,3971.5,0.5,Online
Kohl's,2021-05-22,West,California,Los Angeles,Women's Athletic Footwear,47.0,176,8272.0,3722.3999999999996,0.44999999999999996,Online
Kohl's,2021-05-23,West,California,Los Angeles,Men's Apparel,55.0,174,9570.0,6603.3,0.6900000000000001,Online
Kohl's,2021-05-24,West,California,Los Angeles,Women's Apparel,59.0,189,11151.0,3791.34,0.34,Online
Kohl's,2021-05-25,West,California,Los Angeles,Men's Street Footwear,49.0,225,11025.0,5622.75,0.51,Online
Kohl's,2021-05-26,West,California,Los Angeles,Men's Athletic Footwear,50.0,243,12150.0,4617.0,0.38,Online
Kohl's,2021-05-27,West,California,Los Angeles,Women's Street Footwear,46.0,182,8372.0,4520.88,0.54,Online
Kohl's,2021-05-28,West,California,Los Angeles,Women's Athletic Footwear,49.0,210,10290.0,5145.0,0.5,Online
Kohl's,2021-05-29,West,California,Los Angeles,Men's Apparel,55.0,156,8580.0,5577.0,0.65,Online
Kohl's,2021-05-30,West,California,Los Angeles,Women's Apparel,59.0,196,11564.0,4047.3999999999996,0.35,Online
Foot Locker,2021-05-31,West,California,Los Angeles,Men's Street Footwear,44.0,124,5456.0,2837.12,0.52,Online
Foot Locker,2021-06-01,West,California,Los Angeles,Men's Athletic Footwear,41.0,77,3157.0,1452.2199999999998,0.45999999999999996,Online
Foot Locker,2021-06-02,West,California,Los Angeles,Women's Street Footwear,32.0,83,2656.0,1248.32,0.47,Online
Foot Locker,2021-06-03,West,California,Los Angeles,Women's Athletic Footwear,37.0,34,1258.0,654.16,0.52,Online
Foot Locker,2021-06-04,Midwest,Illinois,Chicago,Men's Apparel,53.0,47,2491.0,1220.59,0.49,Online
Foot Locker,2021-06-05,Midwest,Illinois,Chicago,Women's Apparel,41.0,69,2829.0,1697.3999999999999,0.6,Online
Foot Locker,2021-06-06,Midwest,Illinois,Chicago,Men's Street Footwear,44.0,158,6952.0,3545.52,0.51,Online
Foot Locker,2021-06-07,Midwest,Illinois,Chicago,Men's Athletic Footwear,43.0,51,2193.0,1030.71,0.47,Online
Foot Locker,2021-06-08,Midwest,Illinois,Chicago,Women's Street Footwear,32.0,61,1952.0,897.92,0.45999999999999996,Online
Foot Locker,2021-06-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,39.0,28,1092.0,578.76,0.53,Online
Foot Locker,2021-06-10,Midwest,Illinois,Chicago,Men's Apparel,50.0,44,2200.0,1034.0,0.47,Online
Foot Locker,2021-06-11,Midwest,Illinois,Chicago,Women's Apparel,43.0,77,3311.0,2152.15,0.65,Online
Foot Locker,2021-06-12,Midwest,Illinois,Chicago,Men's Street Footwear,47.0,144,6768.0,3722.4,0.55,Online
Foot Locker,2021-06-13,Midwest,Illinois,Chicago,Men's Athletic Footwear,46.0,60,2760.0,1324.8,0.48,Online
Foot Locker,2021-06-14,Midwest,Illinois,Chicago,Women's Street Footwear,37.0,68,2516.0,1132.1999999999998,0.44999999999999996,Online
Foot Locker,2021-06-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,41.0,19,779.0,412.87,0.53,Online
Foot Locker,2021-06-16,Midwest,Illinois,Chicago,Men's Apparel,56.0,38,2128.0,1000.16,0.47,Online
Foot Locker,2021-06-17,Midwest,Illinois,Chicago,Women's Apparel,45.0,63,2835.0,1786.05,0.63,Online
Foot Locker,2021-06-18,Midwest,Illinois,Chicago,Men's Street Footwear,48.0,122,5856.0,3045.12,0.52,Online
Foot Locker,2021-06-19,Midwest,Illinois,Chicago,Men's Athletic Footwear,48.0,44,2112.0,971.52,0.45999999999999996,Online
Foot Locker,2021-06-20,Midwest,Illinois,Chicago,Women's Street Footwear,36.0,42,1512.0,725.76,0.48,Online
Foot Locker,2021-06-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,44.0,20,880.0,440.0,0.5,Online
Foot Locker,2021-06-22,Midwest,Illinois,Chicago,Men's Apparel,54.0,28,1512.0,710.64,0.47,Online
Foot Locker,2021-06-23,Midwest,Illinois,Chicago,Women's Apparel,49.0,65,3185.0,1911.0,0.6,Online
Foot Locker,2021-06-24,Midwest,Illinois,Chicago,Men's Street Footwear,58.0,134,7772.0,4196.88,0.54,Online
Foot Locker,2021-06-25,Midwest,Illinois,Chicago,Men's Athletic Footwear,53.0,54,2862.0,1287.8999999999999,0.44999999999999996,Online
Foot Locker,2021-06-26,Midwest,Illinois,Chicago,Women's Street Footwear,49.0,44,2156.0,991.7599999999999,0.45999999999999996,Online
Foot Locker,2021-06-27,Midwest,Illinois,Chicago,Women's Athletic Footwear,48.0,28,1344.0,712.32,0.53,Online
Foot Locker,2021-06-28,Midwest,Illinois,Chicago,Men's Apparel,59.0,35,2065.0,949.9,0.45999999999999996,Online
Foot Locker,2021-06-29,Midwest,Illinois,Chicago,Women's Apparel,64.0,63,4032.0,2419.2,0.6,Online
Foot Locker,2021-06-30,Midwest,Illinois,Chicago,Men's Street Footwear,46.0,135,6210.0,3415.5000000000005,0.55,Online
Foot Locker,2021-07-01,Midwest,Illinois,Chicago,Men's Athletic Footwear,43.0,63,2709.0,1219.05,0.44999999999999996,Online
Foot Locker,2021-07-02,Midwest,Illinois,Chicago,Women's Street Footwear,39.0,54,2106.0,947.6999999999999,0.44999999999999996,Online
Foot Locker,2021-07-03,Midwest,Illinois,Chicago,Women's Athletic Footwear,38.0,47,1786.0,946.58,0.53,Online
Foot Locker,2021-07-04,Midwest,Illinois,Chicago,Men's Apparel,46.0,51,2346.0,1173.0,0.5,Online
Foot Locker,2021-07-05,Midwest,Illinois,Chicago,Women's Apparel,51.0,105,5355.0,3373.65,0.63,Online
Foot Locker,2021-07-06,Midwest,Illinois,Chicago,Men's Street Footwear,47.0,161,7567.0,3934.84,0.52,Online
Foot Locker,2021-07-07,Midwest,Illinois,Chicago,Men's Athletic Footwear,43.0,81,3483.0,1567.35,0.44999999999999996,Online
Foot Locker,2021-07-08,Midwest,Illinois,Chicago,Women's Street Footwear,36.0,65,2340.0,1053.0,0.44999999999999996,Online
Foot Locker,2021-07-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,39.0,50,1950.0,1053.0,0.54,Online
Foot Locker,2021-07-10,Midwest,Illinois,Chicago,Men's Apparel,47.0,56,2632.0,1210.7199999999998,0.45999999999999996,Online
Foot Locker,2021-07-11,Midwest,Illinois,Chicago,Women's Apparel,54.0,120,6480.0,3952.7999999999997,0.61,Online
Foot Locker,2021-07-12,Midwest,Illinois,Chicago,Men's Street Footwear,49.0,149,7301.0,3723.51,0.51,Online
Foot Locker,2021-07-13,Midwest,Illinois,Chicago,Men's Athletic Footwear,41.0,94,3854.0,1772.84,0.45999999999999996,Online
Foot Locker,2021-07-14,Midwest,Illinois,Chicago,Women's Street Footwear,38.0,75,2850.0,1396.5,0.49,Online
Foot Locker,2021-07-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,37.0,63,2331.0,1165.5,0.5,Online
Foot Locker,2021-07-16,Midwest,Illinois,Chicago,Men's Apparel,49.0,50,2450.0,1225.0,0.5,Online
Foot Locker,2021-07-17,Midwest,Illinois,Chicago,Women's Apparel,50.0,94,4700.0,3055.0,0.65,Online
Foot Locker,2021-07-18,Midwest,Illinois,Chicago,Men's Street Footwear,47.0,135,6345.0,3172.5,0.5,Online
Foot Locker,2021-07-19,Midwest,Illinois,Chicago,Men's Athletic Footwear,41.0,84,3444.0,1687.56,0.49,Online
Foot Locker,2021-07-20,Midwest,Illinois,Chicago,Women's Street Footwear,36.0,60,2160.0,1015.1999999999999,0.47,Online
Foot Locker,2021-07-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,36.0,44,1584.0,839.5200000000001,0.53,Online
Foot Locker,2021-07-22,Midwest,Illinois,Chicago,Men's Apparel,49.0,49,2401.0,1104.4599999999998,0.45999999999999996,Online
Foot Locker,2021-07-23,Midwest,Illinois,Chicago,Women's Apparel,53.0,73,3869.0,2476.16,0.64,Online
Foot Locker,2021-07-24,Midwest,Illinois,Chicago,Men's Street Footwear,56.0,115,6440.0,3542.0000000000005,0.55,Online
Foot Locker,2021-07-25,Midwest,Illinois,Chicago,Men's Athletic Footwear,49.0,75,3675.0,1800.75,0.49,Online
Foot Locker,2021-07-26,Midwest,Illinois,Chicago,Women's Street Footwear,48.0,39,1872.0,842.3999999999999,0.44999999999999996,Online
Foot Locker,2021-07-27,Midwest,Illinois,Chicago,Women's Athletic Footwear,47.0,33,1551.0,791.01,0.51,Online
Foot Locker,2021-07-28,Midwest,Illinois,Chicago,Men's Apparel,56.0,33,1848.0,868.56,0.47,Online
Foot Locker,2021-07-29,Midwest,Illinois,Chicago,Women's Apparel,60.0,65,3900.0,2340.0,0.6,Online
Foot Locker,2021-07-30,Midwest,Illinois,Chicago,Men's Street Footwear,55.0,112,6160.0,3326.4,0.54,Online
Foot Locker,2021-07-31,Midwest,Illinois,Chicago,Men's Athletic Footwear,46.0,65,2990.0,1405.3,0.47,Online
Foot Locker,2021-08-01,Midwest,Illinois,Chicago,Women's Street Footwear,48.0,49,2352.0,1105.4399999999998,0.47,Online
Foot Locker,2021-08-02,Midwest,Illinois,Chicago,Women's Athletic Footwear,46.0,53,2438.0,1292.14,0.53,Online
Foot Locker,2021-08-03,Midwest,Illinois,Chicago,Men's Apparel,56.0,41,2296.0,1148.0,0.5,Online
Foot Locker,2021-08-04,Midwest,Illinois,Chicago,Women's Apparel,61.0,65,3965.0,2379.0,0.6,Online
Foot Locker,2021-08-05,Midwest,Illinois,Chicago,Men's Street Footwear,57.0,150,8550.0,4702.5,0.55,Online
Foot Locker,2021-08-06,Midwest,Illinois,Chicago,Men's Athletic Footwear,46.0,75,3450.0,1656.0,0.48,Online
Foot Locker,2021-08-07,Midwest,Illinois,Chicago,Women's Street Footwear,46.0,75,3450.0,1690.5,0.49,Online
Foot Locker,2021-08-08,Midwest,Illinois,Chicago,Women's Athletic Footwear,49.0,54,2646.0,1402.38,0.53,Online
Foot Locker,2021-08-09,Midwest,Illinois,Chicago,Men's Apparel,59.0,58,3422.0,1539.8999999999999,0.44999999999999996,Online
Foot Locker,2021-08-10,Midwest,Illinois,Chicago,Women's Apparel,64.0,81,5184.0,3265.92,0.63,Online
Sports Direct,2021-08-11,Midwest,Illinois,Chicago,Men's Street Footwear,20.0,189,3780.0,1512.0,0.4,Online
Sports Direct,2021-08-12,Midwest,Illinois,Chicago,Men's Athletic Footwear,28.0,196,5488.0,2195.2000000000003,0.4,Online
Sports Direct,2021-08-13,Midwest,Illinois,Chicago,Women's Street Footwear,27.0,158,4266.0,1749.06,0.41,Online
Sports Direct,2021-08-14,Midwest,Illinois,Chicago,Women's Athletic Footwear,34.0,152,5168.0,2635.68,0.51,Online
